title,videourl,hoteltype,address,contact,webpage,email,workinghours,workingdays,places,municipality,owner,programm,services,activities,foodplace,spa,others,president,stars,roomsnumber,placenums,checkin,checkout,price,priceseason,manager,director,tags
"სასტ.ტიპის სახლი/guest house",,"საოჯახო სახლი","თამარ მეფის ქ.№48/tamar mephe str.№48","0426-26-62-05 ",,,,,,,,,პარკინგი,,,,,,,11,,,,,"20-25-30ლ ერთ ადამიანი  (ივნისი,ივლისი, აგვისტო)",,"მედეა მეგელიძე/medea megelidze",
"საოჯახო სახლი/guest house",,"საოჯახო სახლი","თამარ მეფის ქ. №94/tamar mephe str. №94","0426 26-72-32/ 568510474 ",,,,,,,,,"Wi-Fi,პარკინგი",,,,,,,7,14,,,,"15ლ ერთი ადამიანი(5 ოთახზე საერთო აბაზანებით) 70-100ლ ორი ოთხადგილიანი ოთხახი საკუთარი აბაზანით,სამზარეულოთი სამზარეულოთი",,"თენგიზ თავართქილაძე/tengiz tavartkiladze",
",,სმაკი&quot;/smaki",,"საოჯახო სახლი","აღმაშენებლის ქ. №488/agmashenebeli str. №488",598359359,,,,,,,,,"Wi-Fi,პარკინგი",,,,,,,7,40,,,"30ლ ორადგილიანი (ივნისი);სამადგილიანი 40ლ-ივნისი","40ლ ორადგილიანი(ივლისი);60ლ ორადგილიანი(აგვისტო)",,"ქეთევან გოგიტიძე/ketevan gogitidze",
",,ლუსი 2017&quot;/lusi 2017",,"საოჯახო სახლი","აღმაშენებლის ქ.  №211/agmashenebeli str.  №211","571179121 / 577224177",,,,,,,,,პარკინგი,,,,,,,8,27,,,40ლ-ორადგილიანი,"50-60ლ -ორადგილიანი-აგვისტო",,"თინა სანაზე /tina sanadze",
"საოჯახო სახლი",,"საოჯახო სახლი","აღმაშენებლის ქ. №167/agmashenebeli  str. №167"," 595768975",,,,,,,,,"Wi-Fi,პარკინგი",,,,,,,5,16,,,,"20-25,30ლ ერთი ადამიანი;80ლ-სამადგილიანი 80-90ლ - ოთხსაწოლიანი",,"მაყვალა კონცელიძე",
აპარტამენტი/apartment,,"საოჯახო სახლი","აღმაშენებლის ქ.№155/agmashenebeli str.№155","599584813 ",,,,,,,,,პარკინგი,,,,,,,5,24,,,"ცალკე ორადგილიანები ივნისი-30$; 50$-დან","მთლიანი სართული აპარტამენტები 150$-200$","ია ჯაში/ia jashi"," რევაზ ნიჟარაძე/revaz nisharadze",
სოლიდარობა/Solidarity,,სასტუმრო,"აღმაშენებლის ქ. №269/agmashenebeli st. №269"," 558 04 99 77;0426 26 65 07;0426 26 94 07",,solidarity1@mail.ru,,,,,,,"Wi-Fi,პარკინგი,საუზმე,შინაური ცხოველები დაშვებულია,ტრანსფერი",,,,,,,18,65,,,"70 ლარი-ორადგილიანი-(ოქტომბერი,ივნისი) "," 100-120ლ(ივლისი აგვისტო) 100ლ-ორადგილიანი-სექტემბერი ლუქსი-150-220ლ დამატებითი საწოლი 30ლ კვება 1 ადამიანზე  - შვედური მაგიდა საუზმე  - 8 ლარი,სადილი - 11 ლარი ვახშამი -  11 ლარი","მაია  წერეთელი",,
სანაპირო/Sanapiro,,სასტუმრო,"თამარ მეფის ქ. №1/ Tamar mephe st. №1","599 50 63 83; 0426 26 79 77",," sanapiro@myhotels.ge",,,,,,,"საკრედიტო ბარათით სარგებლობა,Wi-Fi,პარკინგი,საუზმე",,,,,,15,15,15,,,,"30-40ლ-50ლ ორადგილიანი (მაისი) 50ლ-სეზონი,35ლ-არასეზონი ორადგილიანი აპარტამენტი: ,150ლ - (50$)სეზონი,70ლ- (40$)არასეზონი ნახევრად ლუქსი; 120ლ-სეზონი,45ლ-არასეზონი",,"ზურაბ ბეჟანიზე;ოთარი ხახუტაიშვილი;ნოდარი კაიკაციშვილი",31
სავანე/Savane,,სასტუმრო,"აღმაშენებლის ქ. №362ა/Agmashenebeli st. №362a","599 56 86 65; 555 02 01 01",,info@savane.ge/www.savane.ge,,,,,,,"Wi-Fi,პარკინგი,საუზმე,ტრანსფერი",,,,,,,26,75-80,,,,"მაისი 50$ ორადგილიანი -საუზმით;50$ ივნისი-სექტემბერი;55$ ივლისი-აგვისტო (საუზმით);არის სამადგილიანი და ოთხადგილიანი ნომრები","თამილა აფაქიძე",,
"სასტ.ტიპის სახლი/guest house",,"საოჯახო სახლი","აღმაშენებლის ქ. №233 ა/agmashenebeli str. №233 a","577935026 /5510099955",,,,,,,,,პარკინგი,,,,,,,4,14,,,,"20 ლ ერთი საწოლი",,"რეზო კვაჭანტირაძე/rezo kvachantiradze",
''ლიზი&quot;/lizi,,"საოჯახო სახლი","აღმაშენებლის ქ.№314/agmashenebeli str.№314","555-39-00-45 ",,,,,,,,,"პარკინგი,საუზმე",,,,,,,15,50,,,,"50ლ ორადგილიანი",,"ნათელა მგელაძე/natela mgeladze",
"სასტ.ტიპის სახლი",,"საოჯახო სახლი","აღმაშენებლის ქ. №79/agmashenebeli str. №79","0426-26-77-42/ 593584279",,,,,,,,,პარკინგი,,,,,,,10,26,,,,"10-15ლ ერთი ადამიანი-იზოლირებული სველი  წერტილებით",,"ვალენტინა კასაპიანი/valentina kasapiani",
&quot;ციალა&quot;/ciala,,"საოჯახო სახლი","აღმაშენებლის ქ. №95/agmashenebeli str.№95","0426267176 /555302233 ",,,,,,,,,პარკინგი,,,,,,,40,80,,,"10-15ლ ერთი ადამიანი","20-30$-50$ ორადგილიანი იზოლირებული აბაზანებით",," ციალა მარსეგიშვილი/ciala marsegishvili",
"საოჯახო  სასტუმრო/guest house",,"საოჯახო სახლი","აღმაშენებლის ქ. №151/agmashenebeli str.  №151","599285055 /595970077 ",,,,,,,,,პარკინგი,,,,,,,4,16,,,"30ლ ორადგილიანი","55-60ლ ორადგილიანი/70ლ სამადგილიანი",," მამუკა ხარაზი/დარეჯანი ",
"კოტეჯის ტიპის სახლი/cottage ",,კოტეჯი,"აღმაშენებლის ქ. №132/agmashenebeli str.  №132","599-44-05-66 ",,,,,,,,,პარკინგი,,,,,,,2,9,,,,"50$ -60$ ",,"ინგა ზოიძე/inga zoidze",
"სასტ.სახლი /guest house",,"საოჯახო სახლი","აღმაშენებლის ქ. №209 თამარ მეფის კვეთაში/agmashenebeli str. №209","577328663 ",,,,,,,,,პარკინგი,,,,,,,11,25,,,"25-30ლარი ერთი ადამიანი",,,"გოხიძე რამაზი/goxidze ramazi",
",,მირაჟი''/mirage",,"საოჯახო სახლი","აღმაშენებლის ქ. №335/agmashenebeli str. №335","574 11 60 40/ 593 14 08 54 ",,,,,,,,,პარკინგი,,,,,,,12,35,,,"30$-სტანდარტული 2 ადგილიანი ","60$-ორადგილიანი/80$-დან -ორადგილიანი ლუქსი ",,"ჟუჟუნა ჯინჭარაძე /jujuna jincharadze",
",,რომინ დომ&quot;/romin house",,"საოჯახო სახლი","აღმაშენებლის ქ. №375/agmashenebeli str.№375","599 99 45 45 ",,,,,,,,,"პარკინგი,საუზმე",,,,,,,17,50,,,,"10$ ორადგილიანი(უკონდენციონერო) 50$- 2 ადგილიანი (კონდენციონერით) 80$-დან -ორადგილიანი ლუქს",,"რომა ბასილაძე/roma basiladze",
",,სალომე&quot;/salome",,"საოჯახო სახლი","აღმაშენებლის ქ. №347/agmashenebeli str.№347","597-82-41-63 ",,,,,,,,,"პარკინგი,საუზმე",,,,,,,20,65,,,"30ლ ორადგილიანი","35-40ლ ერთი ადამიანი-სამჯერადი კვებით",,"თეიმურაზ ვერულიძე/teimuraz koncelidze",
"სასტ.ტიპის სახლი/guest house",,"საოჯახო სახლი","აღმაშენებლის ქ. №301/agmashenebeli str. №301",599574700,,,,,,,,,პარკინგი,,,,,,,13,41,,,"40ლ ივნისი","50-60ლ ივლისი (იზოლირებული აბაზანით) 15ლ-საერთო სველი წერტილებით",," ნანული ცენტერაძე/nanuli centeradze",
მრიეტა/Marieta,,სასტუმრო," აღმაშენებლის ქ.№207(გოგოლის კვეთა)/Agmashenebeli st.№207",591162188,,,,,,,,,"Wi-Fi,პარკინგი",,,,,,,20,80,,,"არ მუშაობს","50ლ ორადგილიანი-ივნ,ივლისი 70ლ-ოთხადგილიანი 130ლ ორადგილიანი 180-200ლ 5ადგილიანი","თენგიზ წულუკიძე","თენგიზ წულუკიძე",
მაგნოლია/Magnolia,,სასტუმრო,"თავისუფლების ქ..№3/Tavisufleba st..№3",599407658,,"manana0011@ gmail.com",,,,,,,"Wi-Fi,პარკინგი,ავტო გაქირავება",,,,,,0,17,45,,,"20ლ ერთი ადამიანი სამჯერადი კვებით ივნისი","25ლ კვებით ერთიადამიანი ივლისი-35ლ -აგვისტო","ციალა კაკალაძე","არობელიძე კახი",
"მწვანე ეზო/Mzvane Ezo",,სასტუმრო,"თამარ მეფის ქ.№128/Tamar Mephe st.№128",593455016,,,,,,,,,"Wi-Fi,საუზმე,ტრანსფერი,ექსკურსიები",,,,,,0,23,45,,,"არ მუშაობს","120ლ ორადგილიანი აგვისტო 150ლ ორადგილიანი ზღვის ხედით","ალეკო კვერნაძე",,
"მარშალ რიზორტიMarshal Resort",,სასტუმრო,"აღმაშენებლის ქ.№ #247ბ)/Agmashenebeli st.№ 247 b)","571 42 80 80 /+37499536888",,,,,,,,,"საკრედიტო ბარათით სარგებლობა,Wi-Fi,პარკინგი,საუზმე,ტრანსფერი",,,,,,0,8,30,,,"80ლ ორადგილიანი-საუზმით(ზამთარი)","150ლ ორადგილიანი(საუზმით) 240ლ ორადგილიანი(საუზმით)","ედგარ კარაპეტიანი","ედგარ კარაპეტიანი",
მანდარინი/Mandarini,,სასტუმრო,"აღმაშენებლის ქ.№382/Agmashenebeli st.№382","599 74 53 30",,,,,,,,,"Wi-Fi,პარკინგი",,,,,,0,15,45,,,"30ლ ორადგილიანი(ივნისი)","40ლ ორადგილიანი(ივლისი) 60ლ ორადგილიანი(აგვისტო) კვება 25-30ლ","თეა გოხიძე","დავით წილოსანი",
მერიდიანი/Meridiani,,სასტუმრო,"აღმაშენებლის ქ.№430/Agmashenebeli st.№430","593 94 27 27",,,,,,,,,Wi-Fi,,,,,,0,41,70,,,,"70ლ ორადგილიანი  100ლ სამადგილიანი  130ლ VIP","ლელა ჯინჭარაძე ",,
ნიკოლა/Nikola,,სასტუმრო,"აღმაშენებლის ქ. №257/Agmashenebeli st.№257",,,,,,,,,,"საკრედიტო ბარათით სარგებლობა,Wi-Fi,პარკინგი,ლიფტი",,,,,,0,30,100,,,"50-60ლ ორადგილიანი -ივნისი","80ლ-ივლ,აგვისტო 100ლ ორადგილიანი ლუქსი 15ლ სამჯერადი კვება","ავთო ნიკოლეიშვილი",,
ნაციონალი/National,,სასტუმრო,"აღმაშენებლის ქ.№375/Agmashenebeli st.№375"," 595216699/ 595627200 / 599627507 ",,info@national-hotel.ge/www.national-hotel.ge,,,,,,,"საკრედიტო ბარათით სარგებლობა,Wi-Fi,პარკინგი,შინაური ცხოველები დაშვებულია,ტრანსფერი,ექსკურსიები,ნომერი შეზღუდული შესაძლებლობის პირისთვის,ლიფტი",,,,,,18,40,0,,,,"55$-სტანდარტული ორადგილიანი(მაისი) დილის საუზმით 65-75-85$-ორადგილიანი(ივლისი,აგვისტო) ორჯერადი კვებით 70-90$-ორადგილიანი ზღვის ხედით (ივლისი,აგვისტო) 80-95-100$-სამადგილიანი ზღვის ხედით არის ოთხადგილიანებიც(ივლისი,აგვისტო) დამატება ბავშვი 7წლ-5$ ფასში შე","გიორგი ბოლქვაძე",,
სისაიდი/Seaside,,სასტუმრო,"დ.აღმაშენებლის ქ. № 337/agmashenebeli st. №337","599 50 22 25 ;599 99 94 49 ;514 19 19 99",,,,,,,,,"Wi-Fi,პარკინგი",,,,,,,39,130,,,"50 ლ სამადგილიანი ნომრები(ზამთარი) 90 ლ ","სამადგილიანი ივნისი 100ლ; სამადგილიანი ივლისი 150ლ;სამადგილიანი აგვისტო.კვება შეთანხმებით ფასი -15ლ (შესაძლებელია extra bed-ის ჩადგმა უფასოდ)","კახაბერ დოლიძე",,
სანრაიზი/Sunrise,,სასტუმრო,"აღმაშენებლის ქ. №322/ agmashenebeli st. №322","557000207 მეპატრონე 592 77 77 37 დიასახლისი",,,,,,,,,"საკრედიტო ბარათით სარგებლობა,Wi-Fi,პარკინგი",,,,,,,60,200,,,,"120ლ ორადგილიანი-ივნისი(დილის საუზმით) 150ლ-ორადგილიანი,აგვისტო სამადგილიანები, ოთხადგილიანები","თამუნა წიტაიშვილი",,
სმაილი/smile,,სასტუმრო,"აღმაშენებლის ქ. №392/agmashenebeli st.№392","591003544;577242423 ",,,,,,,,,"საკრედიტო ბარათით სარგებლობა,Wi-Fi",,,,,,,20,,,,,"40-ლ-ორადგილიანი (ზამთარი) 45 ლ-კვებით 50ორადგილიანი-ივნისი 70ლ-სამადგილიანი 100ლ-ოთხადგილიანი 70-80 ორადგილიანი-ივლისი,აგვისტო 90ლ-სამადგილანი 100-120ლ-ოთხადგილიანი","რუსო ხინიკაძე",,
სიმპათია/simpatia,,სასტუმრო,"თამარ მეფის №122 ბ)/Tamar mephe st. №122 b",599-19-55-06,,,,,,,,,"Wi-Fi,პარკინგი",,,,,,,10,30,,,,"150ლ-სამადგილიანი-ივლისი, 200-სამადგილიანი-აგვისტო შეიძლება მეოთხე საწოლის ჩადგმაც ამ ფასში.","თამაზ წულუკიძე",,
სოფია/Sophia,,სასტუმრო,"აღმაშენებლის ქ. №468ა/agmashenebeli st. №468a","599 10 40 30",,,,,,,,,"Wi-Fi,პარკინგი",,,,,,,20,68,,,"40ლ-ორადგილიანი(ზამთარი) ","50ლ-ორადგილიანი (15ლ-კვება)","მურმან მეგრელიძე",,
"სი ჰაუზ ჰოტელი/ House Hotel",,სასტუმრო,"აღმაშენებლის ქ. №432 ა/ agmashenebeli st. №432a",568331414,,,,,,,,,"საკრედიტო ბარათით სარგებლობა,Wi-Fi,პარკინგი",,,,,,,30,70,,,," 50-60ლ ორადგილიანი-ივლისი;100ლ ორადგილიანი - აგვისტო (15-20 ლ კვება)","ეკა კაკალაძე",,
"სანი ქოსთ ჰოტელი/Sunny Coast hotel",,სასტუმრო,"აღმაშენებლის ქ. №217/agmashenebeli st. №217","597 98  98 98- პაატა 595 40 04 00 -ნატა",,,,,,,,,"საკრედიტო ბარათით სარგებლობა,Wi-Fi,პარკინგი,შინაური ცხოველები დაშვებულია",,,,,,,6,24,,,,"80ლ ორადგილიანი-ივლისი 100ლ ორადგილიანი-აგვისტო აქვთ 4ადგილიანები","პააატა კაიკაციშვილი",,
"სასტუმრო სახლი ზღვასთან",,სასტუმრო,"თამარ მეფის ქ.№140 დ.აღმაშენებლის ქ. №257 ა)/Tamar mephe st. №140-agmashenebeli st. №257a",599305009;599954130,,,,,,,,,"Wi-Fi,პარკინგი",,,,,,,15,30,,,,"30$ ორადგილიანი-ივნისი (საუზმით) 40,50$ ორადგილიანი -ივლისი(საუზმით) 60$ ორადგილანი-აგვისტო","დათო,თემურ ცივაძე",,
ტერასა/Terasa,,სასტუმრო,"აღმაშენებლის № 265 ტაბიძის №2/agmashenebeli st. №265 tabidze st. № 2","593 61 11 77",,,,,,,,,"საკრედიტო ბარათით სარგებლობა,Wi-Fi,პარკინგი,შინაური ცხოველები დაშვებულია",,,,,,,16,36,,,,"130 ორადგილიანი კვებით 50ლ სამჯერადი კვებით","ანა კრომ",,
ტალღა,,სასტუმრო,"ნინოშვილის  ქ. №28 /ninoshvilis st. №28","599 51 18 04",,,,,,,,,"Wi-Fi,პარკინგი,საუზმე",,,,,,,16,32,,,,"100ლ-ორადგილიანი  ორჯერადი კვებით(ივნისი) 120ლ ორადგილიანი  ორჯერადი კვებით(ივლისი) 140ლ ორადგილიანი ორჯერადი კვებით(აგვისტო)","ლევან ოქროპირიძე",,
ფიჭვნარი/phichvnari,,სასტუმრო,"აღმაშენებლის ქ. №626ა/agmashenebeli st. №626a","593 97 03 13  ",,,,,,,,,"Wi-Fi,პარკინგი,საუზმე,შინაური ცხოველები დაშვებულია,ტრანსფერი",,,,,,,15,32,,,,"30-35ლ ერთი ადამიანი სამჯერადი კვებით ","ავტანდილ გოგიბერიძე",,
ფანტაზია/Fantasy,,სასტუმრო,"აღმაშენებლის  ქ.№ 288/agmashenebeli st. №288","599 49 35 29",,,,,,,,,"Wi-Fi,პარკინგი",,,,,,,18,40,,,,"120ლ ორადგილიანი ივნისი;ივლისი;აგვისტო (კვების გარეშე) აქვთ კვების ობიექტი 4ადგილიანი ლუქსი-250ლ","გოგი გოგიტიძე",,
ქობულეთი/Kobuleti,,სასტუმრო,"აღმაშენებელის ქ. №52/agmashenebeli st. № 52","593 35 39 35; 555 42 77 45",,,,,,,,,"Wi-Fi,პარკინგი,საუზმე",,,,,,,18,45,,,,"უკონდენციონერო:40-50ლ ორადგილიანი(ივნისი) კონდენციონერით:40$ ორადგილიანი ივნისი(საუზმით) 55$ სამადგილიანი(ივნისი) 35-სამადგილიანი, 50-60$ ორადგილიანი(საუზმით)ივლისი 50-60$ლ აგვისტო ორადგილიანი 80$-90$სამ და ოთხადგილიანები Price includes breakfast. ივნისი-","ხათუნა ჩახვაშვილი",,
"ქობულეთი პარადაისი/Qobuleti Paradise ",,სასტუმრო,"აღმაშენებელის ქ. №478/agmashenebeli st. №478"," 514 77 77 19",,,,,,,,,"Wi-Fi,პარკინგი,შინაური ცხოველები დაშვებულია,ტრანსფერი",,,,,,,17,48,,,,"60-70ლ ოთხადგილიანი(ივნისი) 80-100ლ ოთხადგილიანი(ივლისი)  ივლისი 100-130ლ(აგვისტო) არის მხოლოდ 4,ადგილიანი ნომრები (მოათავსებს 1 ადამიანს შეღავათიან ფასად)","გიზო ანანიძე",,
"ჩვენი ეზო",,სასტუმრო,"აღმაშენებლის ქ. №492/ agmashenebeli st. №492","426 26 70 77;599 77 99 64,;599 79 19 07;574 90 43 50",,,,,,,,,"საკრედიტო ბარათით სარგებლობა,Wi-Fi,პარკინგი,საუზმე",,,,,,,19,50,,,,"მაისი 60-80ლარი  ორადგილიანი ფასი დამოკიდებულია ოთახის სიდიდეზე 50ლ ორადგილიანი(სუზმის გარეშე ზამთარი) 70ლ ორადგილიანი(საუზმით ზამთარი) 30$ ორადგილიანი(საუზმის გარეშე) 35$ სამადგილიანი,ივლისი-აგვისტო (საუზმის გარეშე) 50% ოთხადგილიანი საოჯახო ლუქს არის ორი","მერაბ ბეჟანიძე",,
",,ჩერო&quot;/Chero",,სასტუმრო,"აღმაშენებლის ქ. №454/ agmashenebeli st. №454","599 61 61 68",,,,,,,,,"პარკინგი,საუზმე",,,,,,,10,25,,,,"ივნისი 60ლ ორადგილიანი  საუზმით ივლისი 100ლ ორადგილიანი საუზმით აგვისტო 120ლ ორადგილიანი საუზმით","დავით რომანაძე",,
"ციალას სასტუმრო/tsialas's hotel",,სასტუმრო,"აღმაშენებლის ქ.№95-97/agmashenebeli st. №95-97","555 30 22 33",,,,,,,,,"Wi-Fi,პარკინგი",,,,,,,,,,,,"50$ ორადგილიანი 60$ სამადგილიანი ძველ შენობაში არის 20$-30$ ორადგილიანები უბრალო ოთახებიც 15$ სამჯერადი კვება","ციალა ბაჟუნაიშვილი",,
"შავი ზღვისპირა სასტუმრო-/blask seaside",,სასტუმრო,"რუსთაველის №170ა/rustaveli st. №170a","593 12 14 89;599 92 34 09, ",,,,,,,,,"Wi-Fi,პარკინგი",,,,,,,20,60,,,,"40ლ ორადგილიანი","სულხან ნიჟარაძე",,
"ჭაღარა ურალი",,სასტუმრო,"ვერულიძის ქ.№1 /verulidze st. №1","0426 26 61 01/599 51 35 36",,,,,,,,,"Wi-Fi,პარკინგი",,,,,,,18,35,,,,"50-60ლ ორადგილიანი-ივლისი 20 ივლისიდან 70ლ 100ლ ორადგილიანი-აგვისტო საუზმის გარეშე","ლუდმილა პატარაია",,
"ჯონი ცენტერაძე",,სასტუმრო,"აღმაშენებლის  ქ. № 636/agmashebeli st. № 636","0426 26 66 22/599 53 12 55",,,,,,,,,Wi-Fi,,,,,,,15,50,,,,"35-40ლ ორადგილიანი (კვებით) (15-20ლ კვება) 30-35 კვება (აგვისტო)","ნელი ცენტერაძე",,
ჯუდე/Jude,,სასტუმრო,"თავისუფლების ქ. №20/tavisufleba st. №20","555 12 90 05",,,,,,,,,Wi-Fi,,,,,,,6,12,,,,"20ლ ერთი ადამიანი-ივლისი 25ლ ერთი ადამიანი-აგვისტო","თენგის ვარშანიძე",,
"ჯორჯია პალასი/Georgia Palace Hotel",,სასტუმრო,"აღმაშენებლის  ქ. №275/agmashenebeli st. №275","0322 24 24 00",,,,,,,,,"საკრედიტო ბარათით სარგებლობა,Wi-Fi,პარკინგი,საუზმე,ავტო გაქირავება,ველო გაქირავება,ტრანსფერი",,,,,,*****,157,300,,,,"ივნ,ივლ აგვისტო- ნახევარპანსიონი Single -149,174,209$, USD ,Superior Double Garden View - 199,224,259 USD,  Superior Double Sea View -209,234,269 USD,Deluxe Garden View -239,264,299 USD ,Delux Studio Garden View -289,314,349USD  Delux Studio Sea View -299"," მენეჯერი-მაია ნადირაძე ადმინისტრატორი და პიარ მენეჯერი- რუსუდან ცეცხლაძე",,
ჰომეი,,სასტუმრო,"აღმაშენებლის ქ. №116 ა)/agmashenebeli st. №116a","557 09 17 17",,,,,,,,,"Wi-Fi,პარკინგი",,,,,,,9,28,,,,"95-100ლ სამადგილიანი (ივნისი)საუზმით 150-180ლ სამადგილიანი(ივლისი,აგვისტო)","ლილი წულუკიძე",,
"ბობოყვათის  კოტეჯები ",,კოტეჯი,"ლეონიძის ქ.№3/ leonidze st. № 3","593 44 74 44 ",,,,,,,,,"Wi-Fi,პარკინგი,ტრანსფერი",,,,,,,8,32,,,,"80ლ -(სამ და ოთხადგილიანები) 30ლ კვებით ერთი ადამიანი","ნოდარ იაკობაძე",,
"ჩაქვის კოტეჯები",,კოტეჯი,"ჩაქვი;მეზღვაურთა ქ. № 2"," 593 12 36 37;0790 12 36 37",,,,,,,,,Wi-Fi,,,,,,,10,30,,,,"50ლ სამადგილიანი კოტეჯები (ლუქსი) 10ლ საწოლი სტანდარტულ ნომერში (სველი წერტილები,ტელევიზორი,wf) საერთო სასადილო კვება შეთანხმებით (კოტეჯებს აქვს თავისი სველი წერტილიტელევიზორი,wf) კვება შეთანხმებით","ვლადიმერ ხოზრევანიძე",,
"ნონა არუთინიანი",,"საოჯახო სახლი",ჩაქვი/Chaqvi,"577 65-15-15",,,,,,,,,,,,,,,,4,10,,,,"ერთ სართულზე საერთო აბანოტვალეტი ორადგილიანი-50$ გააქირავებს ცალკე მხოლოდ ორ საძინებელს, აქირავებს მთლიანად  300$-10 ადამიანზე","ნონა არუთინიანი",,
"დავით ზოიძე/Davit Zoidze",,"საოჯახო სახლი","ჩაქვი,ქობულეთის ქ.№3/Chaqvi,qobuleti st №3","558 11 25 51",,,,,,,,,Wi-Fi,,,,,,,10,25,,,,"35ლ ორადგილიანი;50ლ სამდაგილიანი (საერთო სასადილო)","დავით ზოიძე",,
დავითი/Daviti,,"საოჯახო სახლი","ჩაქვი,რუსთაველის ქ. №3/chaqvi,rustavelis st. №3","591 71 71 61 ",,,,,,,,,,,,,,,,8,16,,,,"40ლ ორადგილიანი 50ლ ორადგილიანი(ზღვის ხედით) 70ლ ლუქსი(ზღვის ხედით, მისაღები,საძინებელი,სამზარეულო,აბაზანა)","ციური დიასამიძე",,
"შაქრო  ფალავანდიშვილი",,"საოჯახო სახლი",ხალა/khala,"577 55 11 99",,,,,,,,,,,,,,,,3,6,,,,"მთელი სახლი დღეში  100 $ განთავსდება 6- 8 ადამიანი მთლიანად გააქირავებს სალხს","შაქრო  ფალავანდიშვილი",,
"ზაქარაძე დავით",,"საოჯახო სახლი","ჩაქვი ბეჟანიძის ქ.№31/Chaqvi.bejanidze st. №31","595 16 71 52",,,,,,,,,Wi-Fi,,,,,,,5,10,,,,"15;20;25ლ- ერთი ადამიანი","ზაქარაძე დავით",,
" ნუგზარ შარაშიძე",,"საოჯახო სახლი","დ.ჩაქვი ბათუმის ქ. №18 ბინა 28","592 13 20 00 592 49 39 43 ",,,,,,,,,Wi-Fi,,,,,,,3,8,,,,"40ლარი ორადგილიანი ოთახი აქირავებს ერთ სართულს",,,
"ჯამბულ კარალიძე",,კოტეჯი,"ჩაქვი თამარ მეფის ქ. №22/Chaqvi.tamar mephe st. №22","599 16 67 20/599 54 16 43 ",,,,,,,,,Wi-Fi,,,,,,,1,3,,,,"60-70ლ ",,,
კემპინგი/camping,,"საოჯახო სახლი","ციხისძირი აბაშიძის ქ. № 90 პრეზიდენტის რეზიდენციასთან/cikhisdziri abashidze str.№ 90","ენვერ კირჩხელი/enver kirchxeli",,,,,,,,,"Wi-Fi,პარკინგი",,,,,,,,,,,,"5ლ ერთი ადგილი",," 597 87 04 74",
"საოჯახო  სასტუმრო/guest house",,"საოჯახო სახლი","ციხისძირი ბობოყვათის პლათფორმასთან/village cikhisdziri","597 01 12 57",,,,,,,,,პარკინგი,,,,,,,9,30,,,,"10ლ საწოლი,",,"დოდო პატარაია/dato pataraia",
",,ნიავი&quot;/niavi(გაიყიდა)",,"საოჯახო სახლი",ციხისძირი/cikhisdziri,"593 36 27 24",,,,,,,,,"პარკინგი,საუზმე",,,,,,,42,120-140,,,"22ლ ივლისი სამჯერადი კვებით  ზღვაზე მარშუტკით ტრანსპორტირება","25ლ აგვისტო სამჯერადი კვებით /ზღვაზე მარშუტკით ტრანსპორტირება(მუშაობს მხოლოდ ჯგუფებზე)",,"ჯემალ მჟავანაძე/jemal mshavanadze",
" ,,მეგობრობა&quot;უსინათლოთა კავშირი/friendship(megobroba)Blind connection",,"საოჯახო სახლი",ციხისძირი/cikhisdziri,"577 42 76 00 ",,,,,,,,,პარკინგი,,,,,,,15,65,,,,"7ლ ერთი ადამიანი",,"ასლან ფაღავა/aslan fagava",
"საოჯახო სახლი/guest house",,"საოჯახო სახლი","სოფ. ბუკნარი/village buknari","593 99 64 91",,,,,,,,,"Wi-Fi,პარკინგი",,,,,,,3,10,,,,10-12-15ლარიდან,,"სიდიროპული კოსტია/sidiropuli kostia",
"სასტურმო სახლი დაჩა იზოლირებული/guest house (country house)",,"საოჯახო სახლი","თამარ მეფის ქ. №77/tamar mephe str.№77",597080656,,,,,,,,,პარკინგი,,,,,,,5,10,,,,"250-260$  მთლიანი სახლის დათმობით/Giving the whole house",,"თამარ გოგიტიძე/tamar gogitidze",
"სასტ.სახლი/guest house",,"საოჯახო სახლი","თამარ მეფის ქ.№134/tamar mephe str.№134",599-23-13-32,,,,,,,,,პარკინგი,,,,,,,,,,,,"ფასი შეთანხმებით/price with deal",," რეზო თხილაიშვილი/rezo txilaishvili",
კოტეჯი/cottage,,კოტეჯი,"თამარ მეფის ქ. №94/tamar mephe str. №94","0426 26-72-32 /568510474",,,,,,,,,"Wi-Fi,პარკინგი",,,,,,,2,8,,,"60ლ -ივნისი ერთი ოთხადგილიანი ოთახი","100ლ -ივლ,აგვისტო ერთი ოთხი ოთხადგილიანი",," თავართქილაძე  ანზორ/tavartkiladze anzor",
"საოჯახო  სასტუმრო/guest house",,"საოჯახო სახლი","ციხისძირის სანერგე მეურნეობა/cikhisdziri","593 96 02 90",,,,,,,,,პარკინგი,,,,,,,10,30,,,,"20ლ ერთი ადამიანი",,"კვაჭაძე გენო/kvachadze geno",
