title,videourl,hoteltype,address,contact,webpage,email,workinghours,workingdays,places,municipality,owner,programm,services,activities,foodplace,spa,others,president,stars,roomsnumber,placenums,checkin,checkout,price,priceseason,manager,director,tags
"დელფინი  /Dolphin",,სასტუმრო,"გორგილაძე ქ. №27 /Gorgiladze St. №27","(0422) 25 25 82 / 568 30 14 12",,"info@hotel-dolphin.ge / www.hotel-dolphin.ge",,,,,,,"Wi-Fi,საუზმე,არამწეველთა ოთახები,ავტო გაქირავება,ველო გაქირავება,ექსკურსიები,ლიფტი",,კაფე,საუნა,"ზღვასთან ახლოს",,2,18,54,,,"ერთ ადგ: 50-60, ორ ადგ: 70-80","ერთ ადგ: 60, ორ ადგ: 80","ნუგზარ გორგილაძე - 593 21 20 20",,
"დადიანი / Dadiani",,სასტუმრო,"ფარნავაზ მეფის ქ. №124 / Parnavaz Mepe St. №124","(0422) 22 57 37 / 599 91 77 72 / 597 02 97 73 / 555 41 97 77",,hoteldadiani@mail.ru,,,,,,,"საკრედიტო ბარათით სარგებლობა,Wi-Fi,პარკინგი,საუზმე,ტრანსფერი",,,,,"არ აქვთ",,12,24,,,,"ერთ ადგ: 90-100, ორ ადგ: 100-20","597 02 97 73",,
"დივანი (ლონდონი) / Divan",,სასტუმრო,"ჟორდანია / გამსახურდიას ქ. № 8/15 / Zhordania / Gamsakhurdia St. № 8/15","(0422) 25 55 22 / (0422) 22 86 85 / 577 11 51 92 ",,"sales.batum@divan.com.tr / www.divan.com.tr",,,,,,,"საკრედიტო ბარათით სარგებლობა,Wi-Fi,პარკინგი,საუზმე,არამწეველთა ოთახები,ნომერი შეზღუდული შესაძლებლობის პირისთვის,ლიფტი",,რესტორანი,"საუნა,ჰამამი,მასაჟი,ფიტნესი","ზღვასთან ახლოს,ბიზნეს შეხვედრების ორგანიზება,საკონფერენციო დარბაზი",240$,5,65,130,,,"ერთ ადგ: 100$, ორ ადგ: 120$","ერთ / ორ ადგ: 120-130$",,,
"ბლექ სი ჰოსტელი / Black sea hostel",,ჰოსტელი,"გოგებაშვილის ქ.  № 58 / Gogebashvili St. №58","551 57 57 29",," bshostel2017@gmail.com",,,,,,,"ნომერი შეზღუდული შესაძლებლობის პირისთვის",,,,,,,,30,,,"25 / 60 / 100",,,,
"ეგე პალასი / Ege Palace",,სასტუმრო,"აეროპორტის გზატკეცილი №145 / Airport Av. №145",,,,,,,,,,,,,,,"არ აქვთ",2,11,25,,,"ერთ ადგ: 50, ორ ადგ: 70","ერთ ადგ: 70, ორ ადგ: 80",,,
"ელადა / Elada",,სასტუმრო,"პუშკინის ქ. №29 /Pushkini St. №29","599 71 58 62",,,,,,,,,"Wi-Fi,პარკინგი,შინაური ცხოველები დაშვებულია,ტრანსფერი",,,,,"არ აქვთ",2,10,20,,,"ერთ ადგ: 30-40, ორ ადგ: 40-50","ერთ / ორ ადგ: 30-40","ხრისტო ტაქსიდი  - 541 97 06 06",,
"ელეგანტი / Elegant",,სასტუმრო,"გორგასალის ქ. №68 / Gorgasali St. №68","(0422) 27 48 41",,"elegant@rambler.ru / hotel-elegant.webnode.com",,,,,,,"საკრედიტო ბარათით სარგებლობა,Wi-Fi,პარკინგი,საუზმე",,ბარი,საუნა,,"არ აქვს",2,6,15,,,"ერთ / ორ ადგ: 80-90 (ლუქსი: 100)","ერთ / ორ ადგ: 140","მარინა მესხი - 599 56 03 01",,
"ელტური / Elturi",,სასტუმრო,"ტბეთის ქ. №5 / Tbetis St. №5","(0422) 25 50 88 / 568 85 18 45       ",,El-turi@mail.ru,,,,,,,,,,,,"არ აქვს",,8,20-25,,,"ერთ ადგ: 50, ორ ადგ: 70","ერთ ადგ: 50, ორ ადგ: 70","დათო ფუტკარაძე - 593 39 09 09   ",,
"ემ–პალასი / M-Palace",,სასტუმრო,"ბაგრატიონის ქ. №79 / Bagrationi St. №79 ","(0422) 22 27 18",,m-palace@mail.ru,,,,,,,"საკრედიტო ბარათით სარგებლობა,Wi-Fi,პარკინგი,საუზმე,შინაური ცხოველები დაშვებულია,არამწეველთა ოთახები",,,,,"არ აქვთ",,18,50,,,"ერთ / ორ ადგ: 70","ერთ ადგ: 60, ორ ადგ: 100",,,
"ირისე /IRISE",,სასტუმრო,"ვაჟა ფშაველას ქ. №39 / vaja fshavela №39","596 25 75 75",,"infoirise@mail.ru ",,,,,,,"საკრედიტო ბარათით სარგებლობა,Wi-Fi,საუზმე",,,,,"არ აქვთ",3,15,40,,,"ერთ ადგ: 40-50/ ორ ადგ: 60 - 120"," ერთ ადგ:80 /ორ ადგ:100","გიორგი ჯორბენაძე",,
ლუქსი/luks,,სასტუმრო,"გორგილაძის ქ.  №29 gorgiladze №29 ","(0422) 27 66 89",,levan1ko-1@mail.ru,,,,,,,"საკრედიტო ბარათით სარგებლობა,Wi-Fi,ტრანსფერი",,რესტორანი,,"ზღვასთან ახლოს",,3,12,24,,,"ერთ/ორ ადგ: 40/60","ერთ ადგ: 80ლ. ორ ადგ: 100ლ.","ბესიკ ტეტენაძე",,
ლუქსი/lux,,სასტუმრო,"ლ.ასათიანის ქ.  №70 / l.asatiani st. №70","558 20 94 45",,,,,,,,,"საკრედიტო ბარათით სარგებლობა,Wi-Fi,პარკინგი,შინაური ცხოველები დაშვებულია,ტრანსფერი",,,,"საკონფერენციო დარბაზი",,,8,18,,,"ერთ/ორ ადგ: 40/ 50",100ლ,"ნუკრი გოგიტიძე",,
ლუკა/luka,,სასტუმრო,"აეროპორტის გზატკეცილი  №98 / airport highway   №98","599 92 33 40 / 0790 33 04 33",,,,,,,,,"საკრედიტო ბარათით სარგებლობა,Wi-Fi,პარკინგი,საუზმე,შინაური ცხოველები დაშვებულია",,,,,,,10,16,,,"ერთ ადგ:40-50 ორ ადგ:50-60","ერთ ადგ:60ლ. ორ ადგ: 80ლ.","თამაზ ნაკაშიძე",,
ლიუსი/lusi,,"საოჯახო სახლი","თაყაიშვილის ქ.  №19 / takaishvili st. №19 ","557 70 79 69",,,,,,,,,"საკრედიტო ბარათით სარგებლობა,Wi-Fi",,,,,,,5,20,,,"ერთ ადგ: 60 ლ.","ერთ ადგ: 100 ლ",,,
"ლეონი /leon",,სასტუმრო," ჩაიკოვსკის ქ. №80 / chaikovski st.  №80","593 35 72 40/ 514 17 60 60",,,,,,,,,"საკრედიტო ბარათით სარგებლობა,Wi-Fi,პარკინგი",,,,,,,13,,,,"ერთ ადგ: 55 ორ ადგ: 65","ერთ ადგ: 55 ორ ადგ: 65",,,
"ლიონი /lion",,სასტუმრო,"ფალიაშვილი ქ.  №12/faliashvili №12","557 41 02 41",,,,,,,,,"საკრედიტო ბარათით სარგებლობა,Wi-Fi",,,,,,,9,18,,,"ორ ადგ:80ლ სამ ადგ:100ლ. ოთხ ადგ:140ლ.","ორ ადგ: 120 ლ.  სამ ადგ: 140 ლ. ოთხ ადგ :180 ლ.",,,
ლოლა/lola,,სასტუმრო,"მაზნიაშვილის ქ. №13","557 47 61 16",,,,,,,,,Wi-Fi,,,,,,,3,13,,,"ერთ ადგ: 20 ლ.","ერთ ადგ: 25 ლ.",,,
"ლეოგრანდი / leogrand",,სასტუმრო,"შავშეთის ქ. №2/4 / shavsheti st. №2/4","(0422) 24 20 20",,"info@leograndhotel.com /  http://www.leograndhotel.com/",,,,,,,"საკრედიტო ბარათით სარგებლობა,Wi-Fi,პარკინგი,საუზმე,შინაური ცხოველები დაშვებულია,ნომერი შეზღუდული შესაძლებლობის პირისთვის",,რესტორანი,"საუნა,მასაჟი,სოლარიუმი","საკონფერენციო დარბაზი",,5,180,360,,,"ერთ/ორ ადგ: 90$-100$ (საუზმით)","ერთ ადგ :120$ ორ ადგ: 140$ საუზმით","ნინო მოწყობილი"," ბულეკ ჰასან რეისოღლუ",
ლეგასი/legacy,,სასტუმრო,"ანგისის ქ. №32ა / angisa №32a"," (0422) 22 83 67 / 595 51 82 23",,"service@batumilegacy.com /  mirandazoidze30@gmail.com",,,,,,,"საკრედიტო ბარათით სარგებლობა,Wi-Fi,პარკინგი,საუზმე,ნომერი შეზღუდული შესაძლებლობის პირისთვის",,,,"ზღვასთან ახლოს,საკონფერენციო დარბაზი",,4,62,150,,,"ერთ ადგ:130 ლ. ","150-180 ლ ","მირანდა ზოიძე",,
"ირეპალასი/ Irepalace",,სასტუმრო,"ლ. ასათიანის ქ.N26 / l.asatiani N26","0422 22 11 08 / 597 87 07 07",,"irepalace@gmail.com / www.irepalace.ge",,,,,,,"საკრედიტო ბარათით სარგებლობა,Wi-Fi",,,,,,,38,,,,"ერთ/ორ ადგ: 50-80$","ერთ/ორ ადგ: 50-80$",,,
ისტანბული/istanbul,,სასტუმრო,"გრიბოედოვის ქ. №9 / griboedovi st. №9","(0422) 22 07 72 (0422) 22 07 71",,batumi.hotelistanbul@gmail.com,,,,,,,"საკრედიტო ბარათით სარგებლობა,Wi-Fi,საუზმე,არამწეველთა ოთახები,ლიფტი","ღამის კლუბი,კარაოკე",რესტორანი,"საუნა,ფიტნესი",,,3,30,55,,,"ერთ/ორ ადგ: 90-100 (საუზმით)","ერთ ადგ-130-150 ორ ადგ -130-180","ზამირა ლორთქიფანიძე",,
"იალქანი /ialqani ",,სასტუმრო,"ხულოს ქ. №6 / khulo №6","(0422) 27 51 97  / 591 27 71 00",,,,,,,,,"საკრედიტო ბარათით სარგებლობა,Wi-Fi",,,,,,,7,22,,,"ერთ/ორ ადგ 40/50","ერთ/ორ ადგ 40/50","მურად ბოლვაძე",,
"იურმალა  / iurmala",,სასტუმრო,"გიორგი ბრწყინვალის ქ. №42 / giorgi brtskinvale st.  №42 ","598 34 64 33 ",,,,,,,,,"საკრედიტო ბარათით სარგებლობა,Wi-Fi",,,,,,,17,,,,"ერთ/ორ ადგ: 60","ერთ ადგ-90 ორ ადგ -110",,,
კომფორტი/comfort,,სასტუმრო,"ოსტროვსკის/სულაბერიძის ქ.   №1/28 / ostrovski / sulaberidze st .  №1/28"," 596 280101  /  (0422) 21 30 35",,,,,,,,,"საკრედიტო ბარათით სარგებლობა,Wi-Fi,საუზმე",,,,,,,11,,,,"ერთ ადგ-60 ორ ადგ-80","ერთ ადგ-60 ორ ადგ-80",,,
"კორნერ ინნ / corner inn",,სასტუმრო,"კობალაძის ქ.  №4 / kobaladze st .  №4 ","(0422) 20 03 55 ",,"info@cornerinn.ge / www.cornerinn.com",,,,,,,"საკრედიტო ბარათით სარგებლობა,Wi-Fi,პარკინგი,საუზმე,ტრანსფერი",,რესტორანი,,,,3,60,140,,,"ერთადგ:50$ ორ ადგ: 60-90$","ერთადგ:50$ ორ ადგ: 60-90$","თეონა ლომინეიშვილი",,
კალიფსო/calypso,,ჰოსტელი,"ნოე ჟორდანიას  ქ. № 18 / noe zhordania st. № 18","555 46 38 83",,,,,,,,,"საკრედიტო ბარათით სარგებლობა,Wi-Fi",,,,,,,3,15,,,"ერთ ადგ: 15-30ლ","ერთ ადგ: 15-30ლ",,,
"კრისტალი / crystal ",,სასტუმრო,"ანგისა /angisa ","(0422) 24 53 53",,,,,,,,,"საკრედიტო ბარათით სარგებლობა,Wi-Fi",,,,,,2,14,33,,,"ერთ ადგ:70 ორ ადგ: 120","ერთ ადგ-110 ორ ადგ -140",,,
"კრალი / Kral  ",,სასტუმრო,"ს. ხიმშიაშვილის ქ.  №39","593 71 12 84",," ",,,,,,,"საკრედიტო ბარათით სარგებლობა,Wi-Fi,პარკინგი,საუზმე,შინაური ცხოველები დაშვებულია,ტრანსფერი",,რესტორანი,"ჰამამი,სოლარიუმი",,,,7,22,,,"ერთ/ორ ადგ: 70ლ."," ორ ადგ-110ლ.","მარიამ ჩოხელი ",,
"ლაით ჰაუსი/light house ",,სასტუმრო,"ყაზბეგის ქ.  №4 / kazbegi st. №4","(0422) 27 82 18",,nanagog005@gmail.com,,,,,,,"საკრედიტო ბარათით სარგებლობა,Wi-Fi,საუზმე,ველო გაქირავება",,ბუფეტი,,,,3,15,30,,,"ერთ ადგ:80 ორ ადგ:100","100-130  (საუზმით)"," თენგიზ ზოიძე",,
"პრემიუმ რეზიდენსი (აპარტ ოტელი) / premium recidence",,სასტუმრო,"ფარნავაზ მეფის ქ.  №48/ King Pharnavaz str.  №48","ნატა სამნიძე 599 01 09 88",,"info@premiumresidence.ge/ www.facebook.com Premium Residence",,,,,,,"საკრედიტო ბარათით სარგებლობა,Wi-Fi,პარკინგი,შინაური ცხოველები დაშვებულია,არამწეველთა ოთახები,ტრანსფერი,ნომერი შეზღუდული შესაძლებლობის პირისთვის,ლიფტი",,,,"ზღვასთან ახლოს,ბიზნეს შეხვედრების ორგანიზება,საკონფერენციო დარბაზი","არ აქვთ",,23,60,,,"ერთ/ორ ადგ: 40$","ერთ/ ორ ადგ: 70$","ნატა სამნიძე -599 01 09 88","არჩილ მაჭარაძე",
"პიაცა ბუტიკი/ Piazza boutique",,სასტუმრო,"ფარნავაზ მეფის ქ.  №25  /King  Pharnavaz  str.  №25"," 591 00 56 15  / 568 77 24 66 ",,"info@piazza.ge/ www.piazza.ge",,,,,,,"საკრედიტო ბარათით სარგებლობა,Wi-Fi,პარკინგი,საუზმე,შინაური ცხოველები დაშვებულია,არამწეველთა ოთახები,ტრანსფერი,ნომერი შეზღუდული შესაძლებლობის პირისთვის,ლიფტი",,,,"ზღვასთან ახლოს",,4,16,30,,,"ერთ ადგ:140 ორ ადგ: 170","ივნისი: ერთ ადგ: 205 / ორ ადგ: 285 / ივლისი -აგვისტო: ერთ ადგ:265 / ორ ადგ:285","ნატალი თევზაძე 568 77 24 66","გაიანე საარჩან",
"პიაცა ფორ ქალარს    ,,Four Colours' / Piazza Four Colours",,სასტუმრო,"გორგასალის ქ.  №16/ Gorgiladze str. №16","(0322) 61 15 37  591 00 56 17 568 77 24 66 ",,"piazzafourcolors@gmail.com/ www.piazza.ge",,,,,,,"საკრედიტო ბარათით სარგებლობა,Wi-Fi,საუზმე,შინაური ცხოველები დაშვებულია,არამწეველთა ოთახები,ტრანსფერი,ნომერი შეზღუდული შესაძლებლობის პირისთვის,ლიფტი",,,,"ზღვასთან ახლოს",,,47,50,,,"ერთ ადგ: 115-120 ორ ადგ: 130-140","ერთ ადგ:170 ორ ადგ: 175 საუზმით","ნატალი თევზაძე 568 77 24 66","გაიანე საარჩან",
"პრესტიჟი/ Prestige",,სასტუმრო,"26 მაისის ქ.   №62 / 26 May str. № 62","(0422) 27 99 53",,"hotel-prestige@mail.ru / www.hotel-prestige.ge",,,,,,,"საკრედიტო ბარათით სარგებლობა,Wi-Fi,პარკინგი,საუზმე,შინაური ცხოველები დაშვებულია,ტრანსფერი",,კაფე,,,,3,30,80,,,"ერთ ადგ:90 ორ ადგ: 110-130","ერთ ადგ:140 ორ ადგ:160 საუზმით","მანანა დიასამიძე -597 02 02 15",,
პრაიმი/Prime,,სასტუმრო,"ტაბიძის ქ. №6 / Tabidze st  №6","(0422) 24 24 40",,www.primehotelbatumi.com,,,,,,,"Wi-Fi,პარკინგი,საუზმე","ბილიარდი,ღამის კლუბი",რესტორანი,,,,,35,60,,,"ერთ ადგ: 50 ორ ადგ: 70","ერთ/ორ ადგ: 70-80 საუზმით","გიორგი გობაძე",,
"პორტ ალტუს ",,სასტუმრო,"საიათნოვას ქ.  №7 / saiatnova st.  №7","(0422) 22 27 31 / 595 69 49 09",,"info@hotelportaltus.ge/ www.hotelportaltus.ge",,,,,,,"საკრედიტო ბარათით სარგებლობა,Wi-Fi,პარკინგი,საუზმე,შინაური ცხოველები დაშვებულია,არამწეველთა ოთახები,ტრანსფერი,ექსკურსიები",,"კაფე,ბუფეტი",,"ზღვასთან ახლოს",,4,13,35,,,,"ერთ ადგ:160-190 ორ ადგ: 180-190   საუზმით/ ერთ ადგ:80 ორ ადგ: 110",,,
"რჩეული ვილა/rcheuli villa",,სასტუმრო,"ჟორდანიას ქ.  №31/ Jordania st  №31","599 63 76 62 /  27 07 07",,"eka_gogiberidze@yahoo.com/ www.rcheuli.ge",,,,,,,"საკრედიტო ბარათით სარგებლობა,Wi-Fi,საუზმე,ველო გაქირავება",,,,"კერძო პლიაჟი,ზღვასთან ახლოს,ბიზნეს შეხვედრების ორგანიზება,საკონფერენციო დარბაზი",,4,10,20,,,"ერთ/ორ ადგ:90-110 ლუქსი-180","200 საუზმით","ეკა გოგიბერიძე-599637662",,"check in 14:00-მდე check out 12:00-მდე"
რაგი/ragi,,სასტუმრო,"ჭავჭავაძის ქ.  №58/ chavchavadze st   №58","593  35 90 65/  (0422) 27 47 09        ",,,,,,,,,,,,მასაჟი,,,3,5,15,,,"ერთ/ორ ადგ: 40-50","ერთ ადგ/ ორ ადგ 80-100","ესმა ჩხიკვაძე",,"check in /check out ნებისმიერ დროს "
პონტო/ponto,,სასტუმრო,"ზუბალაშვილის ქ.  №18 / zubalashvili st  №18","599 21 98 89",,,,,,,,,,,,,,,,,,,,,,,,
"რედისონ ბლუ / Radisson blu",,სასტუმრო,"ნინოშვილის ქ.  №1 / Ninoshvili st №1","0422 25 55 55",,"info.batumi@radissonblu.com/ www.radissonblu.com/en/hotel-batumi",,,,,,,"საკრედიტო ბარათით სარგებლობა,Wi-Fi,პარკინგი,საუზმე,არამწეველთა ოთახები,ველო გაქირავება,ტრანსფერი,ექსკურსიები,ნომერი შეზღუდული შესაძლებლობის პირისთვის,ლიფტი","ღამის კლუბი,კაზინო","რესტორანი,კაფე,ბარი","დახურული აუზი,ღია აუზი,სპა,საუნა,ჰამამი,მასაჟი,სოლარიუმი","კერძო პლიაჟი,ზღვასთან ახლოს,ბიზნეს შეხვედრების ორგანიზება,საკონფერენციო დარბაზი","ოთხი საპრეზიდენტო  ნომერი.  ფასი: 437$",5,168,403,,,"ერთ/ორ ადგ: 140$ (საუზმის გარეშე) +დღგ 180$ (საუზმით)  +დღგ","ერთ ადგ:230 ორ ადგ: 270","მაკა გვირვაშვილი-592925577 თაკო მგელაძე- 577 14 17 49","ნადიმე ჰერნბაჩერ","check in 15:00-მდე  / check out 12:00-მდე"
"რევაზი/ Revazi",,სასტუმრო,"ჭავჭავაძის ქ.  №50 / chavchavadze st №50 ","(0422) 22 37 29 555 34 34 08",,www.hotel.revazi,,,,,,,Wi-Fi,,,საუნა,,,2,5,12,,,"ერთ/ორ ადგ: 40-50","ერთ ადგ:60 ორ ადგ:70",,"თეა ირემაძე -555343408",
"რივა / Riva",,სასტუმრო,"ფარნავაზ მეფის ქ.  №155/ king pharnavaz st  №155","(0422) 213144 /593 50 80 27   /  (0422) 21 31 88",,hotelrivabatumi@gmail.com,,,,,,,"საკრედიტო ბარათით სარგებლობა,Wi-Fi,პარკინგი,საუზმე",,რესტორანი,,,,3,14,28,,,,"ერთ ადგ/ ორ ადგ 180","ირაკლი ნაცვალაძე -593508027",,
"რიცა/ Ritsa",,სასტუმრო,"ზ.გამსახურდიას ქ.  №16 / Z.Gamsakhurdia st   №16","(0422) 27 32 92",,hotelritsa@hotmail.com/http://www.infobatumi.ge/guide/hotel-ritsa/,,,,,,,"საკრედიტო ბარათით სარგებლობა,Wi-Fi,პარკინგი,საუზმე",,ბარი,,,,2,14,38,,,"ერთ ადგ:60 ორ ადგ: 70-100","ერთ/ ორ ადგ: 130","ლევან ცეცხლაძე -593414293",,"check in 12:00-მდე   / check out 12:00-მდე"
"რიო (ახალი)/ Rio ",,სასტუმრო,"26 მაისის ქ.  №26/ 26 May st №26","(0422) 22 72 35",," shps.rio@gmail.com/ hotelrio.ge",,,,,,,"საკრედიტო ბარათით სარგებლობა,Wi-Fi,პარკინგი,საუზმე,ველო გაქირავება",,რესტორანი,,,,2,14,25,,,"ერთ ადგ: 80 ორ ადგ: 100","ერთ ადგ:140-180 ორ ა:დგ180-220","ლევან დავითაძე",,"check in 14:00-მდე   check out 12:00-მდე"
რიო/Rio,,სასტუმრო,"გრობოედოვის ქ.  №8/ Griboedovi st №8","(0422) 27 63 18",,,,,,,,,Wi-Fi,,,,,,2,4,8,,,"ერთ/ორ ადგ: 50-60","ერთ ადგ:80 ორ ადგ80-90","ხვიჩა აბუსერიძე -598 57 00 75",,
როლანდი/Rolandi,,სასტუმრო,"პუშკინის ქ. №29 / Pushkini st №29","(0422) 27 88 09",,"hotelrolandi2013@ mail.ru",,,,,,,"Wi-Fi,შინაური ცხოველები დაშვებულია",,ბუფეტი,,,,2,18,50,,,"ერთ/ორ ადგ: 50","ერთ ადგ:50 ორ ადგ:60","ზვიად ბერიძე -555121113",,
"როიალ პალასი/ Royal Palace",,სასტუმრო,"ანგისის ქ.  №36ა / Angisa st №36a"," 557 43 30 30 / (0422) 21 62 16",,"r.palacee@gmail.com/ www.hotelroalpalace.ge",,,,,,,"საკრედიტო ბარათით სარგებლობა,Wi-Fi,პარკინგი,საუზმე,არამწეველთა ოთახები",,რესტორანი,საუნა,"ბიზნეს შეხვედრების ორგანიზება,საკონფერენციო დარბაზი",,4,20,40,,,"ერთ ადგ:90 ორ ადგ:110","ერთ ადგ:70-80$ / ორ ადგ:90$ საუზმით",,"გოჩა ბერიძე - 597806070",
"როუზი / Rous",,სასტუმრო,"პუშკინის ქ.  №57 / Pushkini st. №57","(0422) 27 26 51 / 555 00 09 02 ",,,,,,,,,,,,,,,,8,20,,,"ერთადგილიანი - 50 ლარი, ორადგილიანი - 60 ლარი",,"გიორგი ყურშუბაძე",,
"როიალ ვენეცია / Royal Venice",,სასტუმრო,"ზ. გამსახურდია ქ.  №35 / Z. Gamsakhurdia st. №35","(0422) 22 24 22  / (0422) 27 02 77 / 599 17 01 21 / 574 00 46 00 ",,www.royalvenezia.ge,,,,,,,"საკრედიტო ბარათით სარგებლობა,Wi-Fi,საუზმე,არამწეველთა ოთახები,ექსკურსიები",,"რესტორანი,ბუფეტი",,"ზღვასთან ახლოს",,,15,30,,,"ერთადგილიანი - 100 ლარი, ორადგილიანი - 110 ლარი","165 ლარი საუზმით","მერაბ ფარტენეძე ",,
"როიალ ჰოტელი / Royal Hotel",,სასტუმრო,"ქუთაისის ქ.  №23 / Kutaisi st. №23","(0422) 21 22 21",,info@royalbatumi.com,,,,,,,,,,,,,,19,30,,,,"ერთადგილიანი - 50 ლარი,  ორადგილიანი - 100 ლარი ",,,
"გრანდ ჯორჯია პალასი / Grand Georgian Palace",,სასტუმრო,"აეროპორტის გზატკეცილი  №124 / Airport highway №124","(0422) 21 87 87 / 593 83 73 73 / 593 83 73 73/ 557 27 09 09",,"info@grandrixosspalace.ge / www.grandrixosspalace.ge",,,,,,,"საკრედიტო ბარათით სარგებლობა,Wi-Fi,ტრანსფერი,ლიფტი","ჩოგბურთის კორტები,ბილიარდი,მაგიდის ტენისი,კაზინო",რესტორანი,,"საკონფერენციო დარბაზი",,4,75,80,,,"ერთადგილიანი - 170ლარი,  ორადგილიანი - 190 ლარი","ერთადგილიანი -200 ლარი,  ორადგილიანი - 230 ლარი","სოფიკო გელაზარიძე",,
"მედუზა / Meduza",,ჰოსტელი,"საიათნოვას ქ.  №4 / Saitnova st. №4 ","0422 27 56 35 /  593 33 97 83  593 28 43 44",,,,,,,,,"საკრედიტო ბარათით სარგებლობა,Wi-Fi,პარკინგი,ტრანსფერი",,,,,,,6,25,,,,"ორადგილიანი - 130ლარი, სამადგილიანი - 150ლ, სააერთო- 1 ადგილი  - 35 ლარი",,,
"რეტრო / Retro",,ჰოსტელი,"პუშკინის ქ.  №92 / Pushkini st. №92","(0422) 22 16 41 / 577 75 85 39 /577 75 85 39",,dvdtam@rambler.ru,,,,,,,,,,,,,,,,,,,,"თამაზ ჩაგუნავა",,
"სალი / Sali",,სასტუმრო,"გორგილაძის ქ.  №16 / Gorgiladze st.№16","(0422) 27 05 14  / 557 24 59 40",,,,,,,,,"Wi-Fi,პარკინგი",,კაფე,,,,,15,30,,,"ერთადგილიანი - 50 ლარი, ორადგილიანი - 80 ლარი","ერთადგილიანი - 80 ლარი, ორადგილიანი - 100-150 ლარი","ბელა შამათავა",,
"როკ ჰოტელი / Rock Hotel ",,სასტუმრო,"ხიმშიაშვილის ქ.  №15ა / Khimshiashvili st. №15a","(0422) 20 03 51 / 555 94 37 65  / +38 093 686 98 46",,"rrock.hotel@gmail.com / www.rrock-hotel. org",,,,,,,"საკრედიტო ბარათით სარგებლობა,Wi-Fi,შინაური ცხოველები დაშვებულია",,,,,,3,23,75,,,"ერთადგილიანი/ორადგილიანი - 148 ლარი","ერთადგილიანი - 100 ლარი / ორადგილიანი - 154 ლარი","ნატალია საროკა ",,
"სანაპირო სახლი / Sanapiro Sakhli",,სასტუმრო,"შ. ხიმშიაშვილის ქ.  №89 / Sh. Khimshiashvili st.№89","555 60 09 01",,"beachhousebatumi@gmail.com / www.beachhouse.ge ",,,,,,,"საკრედიტო ბარათით სარგებლობა,Wi-Fi,პარკინგი,საუზმე",,"რესტორანი,ბარი",,,,3,14,30,,,"ერთ/ორ ადგილიანი  80-90 ლარი","ერთ/ორ ადგილიანი - 50$ საუზმით, ",,"კახა ბერიძე - 555 60 09 01 ",
ლუქსორი/luxsory,,სასტუმრო,"ჯინჭარაძის ქ. N15/ Jincharadze str N15","(0422) 27 62 86",,luxor.batumi@gmail.com,,,,,,,"საკრედიტო ბარათით სარგებლობა,Wi-Fi,პარკინგი,არამწეველთა ოთახები,ექსკურსიები",,ბარი,,"ზღვასთან ახლოს","არა აქვს",3,8,30,,,"ერთადგილიანი : 95 ლარი ,ორადგილიანი : 110 ლარი","ერთადგილიანი : 160 ლარი ,ორადგილიანი : 190 ლარი","ირაკლი სეიშვილი -599 36 85 86",,"#batumi #seaside #wifi #parking #nosmoking "
"სითი / City",,სასტუმრო,"გორგასალის ქ.  №159 / Gorgasali st. №159"," 555 20 20 35 / 558 54 15 53",,info@cityhotel.ge,,,,,,,"საკრედიტო ბარათით სარგებლობა,Wi-Fi,პარკინგი,საუზმე",,ბარი,,,,,14,31,,,"ერთ/ორ ადგალიანი: 200 ლარი","ერთ/ორ ადგილიანი - 135 ლარი საუზმით",,,
"სისაიდ / seaside",,ჰოსტელი,"ნონეშვილის  ქ.  №31 / Noneshvili st. №31","577 30 90 38",,,,,,,,,Wi-Fi,,,,,,,6,30,,,"ერთადგილიანი - 12 ლარი","ერთადგილიანი - 20 ლარი",,"ავთანდილ ქათამაძე - 599 57 98 02",
"სითი სთარ / City Star",,სასტუმრო,"გრიბოედოვის ქ.  №21 / Griboedovi st. №21","(0422) 27 18 04 / 577 71 14 41",,"hotelcitystar@mail.ru / www.citystar.ge ",,,,,,,"საკრედიტო ბარათით სარგებლობა,Wi-Fi,პარკინგი,საუზმე,შინაური ცხოველები დაშვებულია,ლიფტი",,რესტორანი,საუნა,,"ერთადგილიანი - 70 ლარი /  ორადგილიანი -  90 ლარი",3,30,60,,,,"ერთადგილიანი - 100 / ორადგილიანი - 120 ლარით (საუზმით)","ამირან კაკაბაძე ",,
" სქაი ჯი / Sky g",,სასტუმრო,"გორგილაძის ქ.  №114 / Gorgiladze st. №114","593 51 95 09 / 592 01 49 49 / 593 519 509 ",,"sky.ge@mail.ru / ",,,,,,,"საკრედიტო ბარათით სარგებლობა,Wi-Fi,პარკინგი",,,,,,3,6,12,,,"60-70 ლარი","150 ლარი საუზმით","ზაზა სვანიძე",,
"სვ ჰოტელ ბათუმი / SV Hotel Batumi",,სასტუმრო,"ამაღლობელის ქ.  №11 / Amaglobeli st. №11","579 26 78 78",,,,,,,,,,,,,,,,15,35,,,"ერთ ადგილიანი - 60 ლარი, ორადგილიანი - 150 ლარი","ერთ/ორ ადგილიანი - 120-140 ","ვიქტორია სიზოვა",,
